59,"TEXT_BANMOG404_02305_PONDMOOGLE02305_000_022","首先必須收集<hex:022811FF0A>EventItem<hex:F61E8C450103>庫啵。<hex:02100103>在豎骨島的<hex:02280CFF05>EObj<hex:F61EA0CC0103>上應該能拿到，<hex:02100103>希望你能找來3個左右庫啵！"
60,"TEXT_BANMOG404_02305_PONDMOOGLE02305_000_023","首先必須收集<hex:022811FF0A>EventItem<hex:F61E8C450103>庫啵。<hex:02100103>在豎骨島的<hex:02280CFF05>EObj<hex:F61EA0CC0103>上應該能拿到，<hex:02100103>希望你能找來3個左右庫啵！"
61,"TEXT_BANMOG404_02305_PONDRESEARCHMOOGLE02305_000_030","怎麼樣，收集到<hex:022811FF0A>EventItem<hex:F61E8C450103>了嗎庫啵？"
62,"TEXT_BANMOG404_02305_PONDRESEARCHMOOGLE02305_000_031","哦哦，就是這個庫啵！<hex:02100103>把這些弄碎過篩……準備完成庫啵！"
63,"TEXT_BANMOG404_02305_PONDRESEARCHMOOGLE02305_000_032","冒險者，你先製作流水部分的金屬部件，<hex:02100103>然後把混合了矽化木粉末的防鏽劑塗抹在上面庫啵。<hex:02100103>這樣一定會變得更結實，能維持更長時間庫啵！"
64,"TEXT_BANMOG404_02305_PONDRESEARCHMOOGLE02305_000_033","冒險者，你先用莫古提供的材料製作水管，<hex:02100103>然後把混合了矽化木粉末的填充劑塗在上面庫啵。<hex:02100103>這樣一定可以防止漏水，能維持更長時間庫啵！"
65,"TEXT_BANMOG404_02305_PONDRESEARCHMOOGLE02305_000_034","冒險者，你把收集來的矽化木粉末混合好，<hex:02100103>然後製作大量塗抹在金屬部件上的防鏽劑吧庫啵。<hex:02100103>這樣一定會變得更結實，能維持更長時間庫啵！"
66,"TEXT_BANMOG404_02305_PONDRESEARCHMOOGLE02305_000_035","如果材料不夠了的話，<hex:02100103>莫古這裡的可以給你，你就儘管要好了庫啵。<hex:02100103>製作完成以後就拿給莫古力族設計師學徒吧庫啵！"
67,"TEXT_BANMOG404_02305_PONDRESEARCHMOOGLE02305_000_036","如果材料不夠了的話，<hex:02100103>莫古這裡的可以給你，你就儘管要好了庫啵。<hex:02100103>製作完成以後就拿給莫古力族設計師學徒吧庫啵！"
68,"TEXT_BANMOG404_02305_PONDRESEARCHMOOGLE02305_000_037","看樣子你已經製作完成了啊庫啵。<hex:02100103>快拿去給莫古力族設計師學徒看看吧庫啵！"
69,"TEXT_BANMOG404_02305_RECEIPTMOOGLE02305_000_040","莫古已經聽說了庫啵。<hex:02100103><hex:02280DFF07>ItemHQ<hex:F23D790103>製作完成了嗎庫啵？"
70,"TEXT_BANMOG404_02305_RECEIPTMOOGLE02305_000_041","真不愧是冒險者，東西做得好好啊庫啵！<hex:02100103>以後發生什麼故障的話，一定能派上用場的庫啵。<hex:02100103>那莫古就儲存起來了庫啵！"
71,"TEXT_BANMOG404_02305_RECEIPTMOOGLE02305_000_042","真不愧是冒險者，東西做得好好啊庫啵！<hex:02100103>以後發生什麼故障的話，一定能派上用場的庫啵。<hex:02100103>那莫古就儲存起來了庫啵！"
72,"TEXT_BANMOG404_02305_PONDRESEARCHMOOGLE02305_000_043","為了讓莫古們建造的泉水能維持千年以上，<hex:02100103>莫古會勤勤懇懇地維護的庫啵！"
73,"TEXT_BANMOG404_02305_DESIGNMOOGLE02305_000_044","為了讓泉水能長時間保存，大家一起努力吧庫啵！"
74,"TEXT_BANMOG404_02305_MOGEK_000_050","非常感謝庫啵。<hex:02100103>好不容易建造的泉水，不說一千年，<hex:02100103>乾脆讓它維持個兩千年、三千年多好庫啵。"
75,"TEXT_BANMOG404_02305_MOGEK_000_051","總之，這樣一來如果有什麼問題發生的話也不用發愁了庫啵。<hex:02100103>你幫忙製作的修補部件，莫古們會好好儲存起來，<hex:02100103>用在泉水維護上的庫啵。"
76,"TEXT_BANMOG404_02305_SYSTEM_000_052","背包中留有在本次任務中製作出的普通品質道具。<hex:02100103>這種道具無法使用也無法出售給商店，盡早扔掉吧。"
